quadra,par,titulo,nicho,prioridade,reviews,rating,site,telefone,endereco,status,motivo_reprova,revisar_manual,cnpj,porte,mei,gate_mei,place_id,origem_raw,coletado_em
312,312/313,Ponto de Táxi 312,Ponto de táxi,P3,12,4.3,,(61) 3272-4455,"SHCN SQN 312 - Asa Norte, Brasília - DF, 70765-000",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJgzoFfCU6WpMRrWPA5VB9lNc,q312-s20.json,2026-08-10
312,312/313,SQN 312 Bloco G,Complexo de condomínio,P3,11,4.4,http://blocog312.blogspot.com/,,"SHCN SQN 312, BL G - Asa Norte, Brasília - DF, 70765-070",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ3zvPhug7WpMR0AjVbXBO2J4,q312-s20.json,2026-08-10
312,312/313,Lavanderia D Lav,Lavanderia,P3,9,4,,(61) 3347-7063,"SHCN Comércio Local Norte 312 - Plano Piloto, Brasília - DF, 70765-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJb88vwSU6WpMRPRSfYElzp2w,q312-s0.json,2026-08-10
312,312/313,Arena 312,Bar,P3,9,4.2,,(61) 98123-4882,"Asa Norte CLN 312, BL A Lj 16 - Asa Norte, Brasília - DF, 70765-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9UnDqjE7WpMRds1GTXOjjUI,q312-s20.json,2026-08-10
312,312/313,SebBrastol Conserto de Geladeira Asa norte,Serviço de conserto de refrigeradores,P3,1,5,,(61) 99567-3006,"Asa Norte CLN 312, bloco d loja 46 - Asa Norte, Brasília - DF, 70765-040",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9ZzHEsE7WpMRZoVR_DvacaQ,q312-s0.json,2026-08-10
312,312/313,NORTE PROTEÇÕES Brasília DF,Serviço de segurança,P3,0,,https://www.catalogo-digital.com/norteprotecoes,(61) 98377-6513,"Asa Norte CLN 312, BL A - Asa Norte, Brasília - DF, 70070-600",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ4TKgNYA7WpMRjs7Wdm1EZbU,q312-s20.json,2026-08-10
313,312/313,Lavaggio Lavanderia - 313 Norte,Lavanderia,P1,38,4.3,,(61) 3034-7431,"Asa Norte CLN 313 Lj 04 - Asa Norte, Brasília - DF, 70766-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJM7RKlpU7WpMRyjaQbEfWsSA,q313-s0.json,2026-08-10
313,312/313,Multi Assistência Técnica Eletrônica - Asa Norte,Serviço de conserto de televisores,P1,35,4.8,https://multiassistenciatec.com.br/,(61) 98498-2127,"Asa Norte CLN 313, BL C Lj 46b - Asa Norte, Brasília - DF, 70766-530",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJJeFlFu07WpMRchK7GYQ93Hw,q312-s0.json,2026-08-10
313,312/313,Superchance,Casa lotérica,P1,29,4.3,,,"Asa Norte Comércio Local Norte 313, BL E - Plano Piloto, Brasília - DF, 70766-550",APROVADO,,Lotérica - permissionário local (exceção da blacklist),,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJPQxIwyU6WpMR_5ukogwAnkc,q313-s0.json,2026-08-10
313,312/313,D' Mulher Confecções,Loja de Roupa,P1,29,4.6,http://instagram.com/dmulher,(61) 3347-3660,"Bloco B - Loja 16, CLN 313 - Asa Norte, Brasília - DF, 70766-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJU1VV5SU6WpMR75lIt5mTrbQ,q313-s0.json,2026-08-10
313,312/313,Musa Bsb - Asa Norte,Loja de Roupa,P1,25,4.9,,(61) 3447-7000,"Asa Norte Comércio Local Norte 313 - Asa Norte, Brasília - DF, 70766-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9cSIwiU6WpMRI1bW5z0SUaY,q313-s0.json,2026-08-10
313,312/313,BELLA DONNA 313 NORTE,Salão de Beleza,P1,23,4.1,,(61) 3340-4456,"Asa Norte Comércio Local Norte 313 - Asa Norte, Brasília - DF, 70766-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ__8v2yU6WpMR89VSBJ2cRSE,q313-s20.json,2026-08-10
313,312/313,Fast Nature - 313 Asa norte,Lanchonete,P2,916,4.3,https://www.instagram.com/fast_nature?igsh=d2M0ank5aGQxcHl5,(61) 99875-4591,"SHCN CLN 313 Lj 10 - Plano Piloto, Brasília - DF, 70766-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJzbSRxCU6WpMRmMKbc_4b_lY,q313-s0.json,2026-08-10
313,312/313,Cheirin Bão 313 Norte,Cafeteria,P2,819,4.9,https://unidades.cheirinbao.com.br/?_gl=1%2A80tmcc%2A_gcl_au%2ANjE4MjgxNjE5LjE3ODUyNTgwNjg.,(61) 99524-0632,"Asa Norte Comércio Local Norte 313, BL C - Plano Piloto, Brasília - DF, 70766-530",REPROVADO,Grande franquia/rede: Cheirin Bão (franquia nacional),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJORTdUas7WpMRdBprl1QwLok,q313-s0.json,2026-08-10
313,312/313,Ponto do Queijo,Loja de queijos,P2,485,4.5,https://instagram.com/pontodoqueijo313?igshid=ncu3qgmjnemq,(61) 3447-6407,"Área comercial Cln 313 quiosque, SHCN, Brasília - DF, 70766-500",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJJ50h8CU6WpMREzyqCdHIIt4,q313-s0.json,2026-08-10
313,312/313,Crecol Cosméticos Ltda,Loja de cosmético,P2,254,3.9,,(61) 98318-6812,"BL B, Bloco B loja 08 cl CLN QD 313, Lj 08 - Asa Norte, Brasília - DF, 70766-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJJ50h8CU6WpMRkc55gUAYIRw,q310-s20.json,2026-08-10
313,312/313,Casa da Síria,Restaurante,P2,195,4.5,https://www.instagram.com/casa.da.siria,(61) 99837-0524,"Asa Norte CLN 313, Bloco D Lj 58 - Asa Norte, Brasília - DF, 70766-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJWS-ZbUU7WpMRIPjp0GNsODg,q313-s20.json,2026-08-10
313,312/313,Cãotinho dos Bichos,Pet Shop,P2,152,4.6,https://caotinhodosbichos.com.br/,(61) 3202-1183,"Asa Norte Comércio Local Norte 313, BL D - Asa Norte, Brasília - DF, 70766-100",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJq6p63SU6WpMRjZiSx-HN_Ks,q313-s20.json,2026-08-10
313,312/313,Constance - 313 Norte Brasília,Loja de calçado,P2,144,4.6,http://www.constance.com.br/,(61) 3546-4114,"Quadra, CLN 313 - Asa Norte, Brasília - DF, 70766-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJbfLkoDY6WpMRhueiGHUSLrc,q312-s20.json,2026-08-10
313,312/313,Cabelo & Barba 313,Barbearia,P2,102,4.7,https://www.facebook.com/pages/Cabelo-Barba-313-Norte/440546379484689,(61) 3274-1316,"Asa Norte Comércio Local Norte 313, BL D Lj 20 - Térreo - Asa Norte, Brasília - DF, 70766-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9cSIwiU6WpMRQ3T0BxQGGyE,q313-s0.json,2026-08-10
313,312/313,Ney Camargo Fotografias & Personalizados - Asa Norte,Fotógrafo,P2,86,4.4,,(61) 99902-3966,"Asa Norte CLN 313, bloco D Lj 4 - Asa Norte, Brasília - DF, 70766-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJd3bqwiU6WpMRuDnOwAySVsM,q313-s0.json,2026-08-10
313,312/313,Borracharia do Cacau na Asa Norte,Borracharia,P2,82,4.3,,(61) 3034-3416,"SHCN SUPER QUADRA 313 BLOCO A PLL BORRACHARIA, Asa Norte, Brasília - DF, 70766-000",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ7UupTB87WpMRy6lcXeTA8sM,q313-s20.json,2026-08-10
313,312/313,tok d'festa,Loja de balões,P2,55,3.6,,(61) 3347-6426,"SHCN Comércio Local Norte 313 - Asa Norte, Brasília - DF, 70766-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJuby5XKkTWpMRovm1qUFr02E,q313-s20.json,2026-08-10
313,312/313,Magazzino,Loja de acessórios de moda,P3,13,4.7,,(61) 98110-2891,"Asa Norte CLN 313, BL D Lj 54 - Asa Norte, Brasília - DF, 70766-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJkQG-3SU6WpMRbiovzShehkA,q313-s0.json,2026-08-10
313,312/313,Rozilda Brechó,Loja de Roupa,P3,11,3.7,,(61) 99402-5926,"Asa Norte Comércio Local Norte 313 Bl A Lj 47 - Plano Piloto, Brasília - DF, 70766-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJG1Y9-iU6WpMRwnqfRKwVYqU,q313-s20.json,2026-08-10
313,312/313,Chaveiro 313,Serviço de cópia de chaves,P3,5,5,,(61) 99261-2922,"SHCN CLN 313, BL E - Plano Piloto, Brasília - DF, 70766-100",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJAaGW0CU6WpMRqdvIQZY4aq4,q313-s0.json,2026-08-10
313,312/313,SQN 313 Bloco E,Complexo de condomínio,P3,5,5,,,"SHCN SQN 313 0 - Asa Norte, Brasília - DF, 70766-050",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJmRGpiUI7WpMR2N-sNQ9Qizc,q313-s20.json,2026-08-10
313,312/313,Asa Norte Superquadra Norte 313 BL C,Apartamentos,P3,0,,,,"Asa Norte Superquadra Norte 313 - Asa Norte, Brasília - DF, 70766-030",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJMdy3HAA7WpMRCgFZS8qbIwk,q313-s0.json,2026-08-10
314,314/315,Acqua Lavanderia Express | 314 Norte | 24h,Lavanderia,P1,43,4.9,http://www.acquabrasilia314norte.com.br/,(61) 99887-1763,"SHCN CLN 314, BL D Lj 7 - Asa Norte, Brasília - DF, 70767-540",REPROVADO,Grande franquia/rede: Acqua Express Franchising (franquia - confirmado via CNPJ),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ4Susmvk7WpMRDgSIKOYIv6Q,q314-s0.json,2026-08-10
314,314/315,Studio Elaine Express,Salão de Beleza,P1,39,4.1,,(61) 99103-0222,"SHCN CLN 314, LOJA 15 Lj 15 - Asa Norte, Brasília - DF, 70767-530",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ99TDxok5WpMR1-QR2FNzQJE,q314-s20.json,2026-08-10
314,314/315,Vison ll Coiffeur,Salão de Beleza,P1,25,4.4,,(61) 3272-4164,"Asa Norte CLN 314 Lj 21 - Asa Norte, Brasília - DF, 70767-530",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJVb5Utok5WpMRxUYaElDKEdE,q314-s20.json,2026-08-10
314,314/315,Posto Petrobras,Posto de combustível,P2,563,3.9,https://www.postospetrobras.com.br/?utm_source=gmb&utm_medium=search,,"Asa Norte Superquadra Norte 314 - Asa Norte, Brasília - DF, 70767-500",APROVADO,,Posto de combustível - revendedor costuma ser dono local,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJLagUQLU7WpMRWls6pkC80zM,q314-s20.json,2026-08-10
314,314/315,Tchê Inverno - O inverno é nosso!,Loja de Roupa,P2,513,4.7,https://www.tcheinverno.com.br/,(61) 3272-1489,"Asa Norte Comércio Local Norte 314 Lj 09 - Asa Norte, Brasília - DF, 70767-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJUy3htIk5WpMRnZfJT-NB0eM,q314-s0.json,2026-08-10
314,314/315,Florart Flores,Floricultura,P2,281,4.2,,(61) 99824-6242,"Asa Norte CLN 314, Norte Bloco E - Asa Norte, Brasília - DF, 70767-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9-1dlYk5WpMRtx_uMj1q2FI,q312-s20.json,2026-08-10
314,314/315,Papelaria Artilar,Papelaria,P2,230,4.2,http://www.papelariaartilar.com.br/,(61) 99633-2850,"SHCN 314, Bloco E, Lojas 07/09 Térreo, SHCN, Brasília - DF, 70767-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJowW8wIk5WpMR0oDizOChJAY,q314-s20.json,2026-08-10
314,314/315,Cleo Ferreira | Salão de Beleza - 314 Asa Norte,Salão de Beleza,P2,113,4.6,https://wa.me/556133478589,(61) 3347-8589,"Asa Norte Comércio Local Norte 314, BL A Lj 51 - Asa Norte, Brasília - DF, 70767-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ____dyc6WpMRXlYoXSzMOmI,q314-s20.json,2026-08-10
314,314/315,Loterica Pé Quente,Casa lotérica,P2,79,4.4,,(61) 3274-1868,"Bloco A Loja 35, Cln 314 - Asa Norte, Brasília - DF, 70767-510",APROVADO,,Lotérica - permissionário local (exceção da blacklist),,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJr9veNYg5WpMRys6FNBX0oBA,q314-s0.json,2026-08-10
314,314/315,Orion Tech Pro,Oficina de reparos de celulares,P2,61,4.9,,(61) 98173-5190,"Asa Norte CLN 314, BL B Lj 05 - Asa Norte, Brasília - DF, 70767-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ1c9ghLc5WpMRzkL65OXUiyw,q314-s0.json,2026-08-10
314,314/315,Brechó Zoe Brasil,Brechó,P3,17,4.2,,(61) 98547-3750,"CLN 314 bloco D loja 61 Galeria/subsolo, SHCN, Brasília - DF, 70767-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJNUvbx1M6WpMRkxbiId142N8,q314-s20.json,2026-08-10
314,314/315,Negocios Reais,Consultoria de informática,P3,8,4.1,,(61) 3703-0906,"sala 208, CLN 314 - Plano Piloto, Brasília - DF",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ0y4sxok5WpMRsLdRbM6iLYM,q314-s20.json,2026-08-10
314,314/315,Mignon,Loja de materiais para escritório,P3,3,2.3,https://mignon-2.ueniweb.com/?utm_campaign=gmb,,"Asa Norte CLN 314 - Plano Piloto, Brasília - DF, 70767-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJhZnVwDE5WpMRH1JsjDyxTxM,q314-s20.json,2026-08-10
314,314/315,Chaveiro night and day,Chaveiro(a),P3,2,5,,(61) 99293-9650,"Asa Norte CLN 314 - Asa Norte, Brasília - DF, 70767-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJD5xZedo5WpMRVMrTneFfCwE,q314-s20.json,2026-08-10
314,314/315,BL C Lj 15 - Asa Norte,-,P3,0,,,,"Comércio Local Norte 314 Sub Solo, Brasília - DF, 70767-520",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJVVUFsYk5WpMRWEgU9iUnmps,q314-s20.json,2026-08-10
315,314/315,Leda Zulmira - Beleza & Estética,Salão de Beleza,P1,46,4.7,,(61) 3556-9516,"Loja 44 Bloco D - Cln 315, Asa Norte, Brasília - DF, 70774-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJm8Lxuok5WpMRZ-nyPs-J8ss,q315-s20.json,2026-08-10
315,314/315,EVS 315 Norte :: Herbalife,Restaurante de comida natural,P1,43,4.8,http://www.facebook.com/franvilmavidal,(61) 98222-6851,"Asa Norte Comércio Local Norte 315 Sl 102 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,"Marca Herbalife, mas operação local independente",,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJMQwDTIg5WpMRP5BBd98889U,q315-s20.json,2026-08-10
315,314/315,Pure Pilates - Brasília - Asa Norte - 315,Estúdio de pilates,P1,35,4.9,https://www.purepilates.com.br/unidades/df/brasilia/asa-norte-315?utm_source=gmb,(61) 99158-1230,"SHCN CLN 315 Lj 48 - Asa Norte, Brasília - DF, 70774-540",REPROVADO,Grande franquia/rede: Pure Pilates (franquia nacional),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJvbGW_sE5WpMRDVvJM_CMcDY,q315-s0.json,2026-08-10
315,314/315,Studio Vogue,Salão de Beleza,P1,28,4.7,,(61) 3274-1565,"Loja 30 Bloco C, Cln 315 - Asa Norte, Brasília - DF, 70774-530",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJkdDjs4k5WpMRfjbSTfirPo0,q315-s20.json,2026-08-10
315,314/315,Mais Corpo Pilates,Estúdio de pilates,P1,25,4.8,http://www.maispilatesstudio.com.br/,(61) 99157-2615,"SHCN CLN 315 BL B Lj 11/12 - Asa Norte, Brasília - DF, 70774-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ3dJTsok5WpMRhG3qT22Tcxk,q315-s20.json,2026-08-10
315,314/315,ALECRIM Produtos Naturais,Loja de produtos naturais,P1,22,4.5,https://www.instagram.com/alecrimdf/,(61) 99133-4607,"Asa Norte CLN 315 LOJA 30/34 - Asa Norte, Brasília - DF, 70774-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJr5UqzjA5WpMROaJsQmzxR6Q,q315-s0.json,2026-08-10
315,314/315,Podologia Feet & Cia,Podólogo,P1,21,5,https://juanmoura.wixsite.com/podologiafeetecia,(61) 98420-0601,"Asa Norte CLN 315, BL C Lj 48 - Subsolo - Asa Norte, Brasília - DF, 70774-530",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJCzXfVo85WpMRHxAGD-GJ8n4,q315-s0.json,2026-08-10
315,314/315,Chaveiro 315 Norte,Chaveiro(a),P1,20,4.7,,(61) 98166-9819,"Asa Norte CLN 315 BL C - Asa Norte, Brasília - DF, 70774-000",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJyX68O5c5WpMRHUraEDHiy_M,q315-s0.json,2026-08-10
315,314/315,Mercado Malunga,Loja de produtos orgânicos,P2,515,4.4,https://mercadomalunga.com.br/,(61) 99258-4089,"Asa Norte Comércio Local Norte 315 loja 04 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJEWI0KYk5WpMR-EmK1PpUquM,q315-s0.json,2026-08-10
315,314/315,DROGARIA SÃO PAULO,Drogaria,P2,249,3.4,,(61) 3039-2286,"Asa Norte CLN 315, Bloco B LOJA 12 16 20 30 E 34 - Asa Norte, Brasília - DF, 70774-520",REPROVADO,Grande franquia/rede: Drogaria São Paulo (rede nacional),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJDw39tok5WpMR2OVkwIwSork,q315-s0.json,2026-08-10
315,314/315,MM Embalagens,Empresa de embalagens,P2,225,4.3,http://mmembalagensltda.com.br/,(61) 3349-8885,"Asa Norte CLN 315 Lj 04/68 - Asa Norte, Brasília - DF, 70774-500",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ_SLwuIk5WpMRt5IBvVEJIOM,q315-s0.json,2026-08-10
315,314/315,Dias da Cruz,Farmácia de homeopatia,P2,153,4.3,https://www.diasdacruz.com.br/,(61) 3030-6262,"SHCN CLN 315 Lojas 16/20 - Asa Norte, Brasília - DF, 70774-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJAQDQu4k5WpMR5DAGDgVHPBU,q315-s0.json,2026-08-10
315,314/315,MaxForm Suplementos Alimentares 315 Asa Norte,Loja de vitaminas e suplementos,P2,108,4.7,https://www.maxformsuplementos.com.br/,(61) 3443-8817,"Asa Norte CLN 315 Lojas 03 e 04 - Asa Norte, Brasília - DF, 70774-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJo-uAtIk5WpMRXzUOwkEqtMc,q315-s0.json,2026-08-10
315,314/315,Luiza Lenzi Bodypiercer,Serviço de colocação de piercing,P2,87,4.9,https://msha.ke/lenzi,(61) 99559-1909,"Asa Norte CLN 315, BL E Sl 111 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJAQDQu4k5WpMRSrA_jQ8uSB0,q315-s20.json,2026-08-10
315,314/315,Podologia Bem Estar Para os Pés,Podólogo,P3,19,4.1,,(61) 3447-1764,"CLN 315 Bloco B Loja 20 Subloja, Asa Norte, Brasília - DF, 70774-520",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJZymfJLE7WpMRpqazvYRHwGw,q315-s20.json,2026-08-10
315,314/315,Gaiatos Kids,Loja de moda infantil,P3,11,5,https://www.gaiatoskids.com.br/,(61) 99851-5702,"Loja 20, CLN 315 Lj 20 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ9VJB3m85WpMRSSCXALjjp_A,q315-s20.json,2026-08-10
315,314/315,Resende Bebidas 315,Distribuidor de bebidas,P3,7,4.9,,(61) 98597-7980,"Asa Norte CLN 315 Lj 50 - Asa Norte, Brasília - DF, 70774-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJESuScAA5WpMRRrnrU33k8EU,q315-s20.json,2026-08-10
315,314/315,Karisma Moda Feminina,Loja de moda feminina,P3,3,5,,(61) 3273-1110,"Asa Norte CLN 315 Lj 12 - Asa Norte, Brasília - DF, 70774-540",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJ_SLwuIk5WpMRPxjTc6QnWIQ,q315-s0.json,2026-08-10
315,314/315,Coisas de Diva,Loja de moda feminina,P3,2,5,,(61) 3964-4441,"SHCN CLN 315, BL E loja 104 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJrUcQlok5WpMRnxEASuxL87w,q315-s0.json,2026-08-10
315,314/315,Lidera Negócios Imobiliários,Imobiliária,P3,2,5,,(61) 3033-5252,"SHCN Comércio Local Norte 315 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJAQAwTIg5WpMRuG_WyPubjQ8,q315-s20.json,2026-08-10
315,314/315,Drogarias Pacheco,Drogaria,P3,1,5,https://www.drogariaspacheco.com.br/institucional/nossas-lojas,(61) 3039-2286,"quadra cln 315 bloco b 54 lj 12 16 20 30 e 34 - asa norte brasilia / DFCEP:, Brasília - DF, 70774-520",REPROVADO,Grande franquia/rede: Drogarias Pacheco (rede nacional),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJsemFi445WpMRCrGSRnXb73c,q315-s0.json,2026-08-10
315,314/315,"CLN 315, Bloco C",Ponto de ônibus,P3,1,5,,,"Asa Norte Comércio Local Norte 315 - Asa Norte, Brasília - DF, 70774-070",REPROVADO,Nao e empresa (imovel/infraestrutura publica),,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJT0iHtok5WpMRJeCmS8cA8eM,q315-s0.json,2026-08-10
315,314/315,BSB Comércio de Aparelhos Auditivos,Loja de aparelhos auditivos,P3,1,3,,,"SHCN Comércio Local Norte 315 - Asa Norte, Brasília - DF, 70774-550",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJAQAwTIg5WpMRSonFO7oNhwg,q315-s20.json,2026-08-10
315,314/315,Gil Moreira Brasília,Loja de moda feminina,P3,1,4,,(61) 98173-8979,"Asa Norte CLN 315 Sl 207 - Asa Norte, Brasília - DF, 70342-510",APROVADO,,,,,,PENDENTE - busca reversa nome->CNPJ nao resolvida automaticamente,ChIJOVGYzsQ6WpMRLlLdwq8OHKI,q315-s20.json,2026-08-10
